UNIQID,NAME,0C12_S,0C179_S,0C167_S,0C0936_S,AP5204_S,AP10222_S,AP12366_S,AP13058_S,AP13223_S,AP14217_S,AP14398_S,BP185_S,BP355_S,BP7644_S,CP6667_S,CP9949_S,CP12361_S,CP13701_S,CP13774_S,XP139_S,XP10557_S,XP13296_S,XP13451_S,XP14399_S,XP14698_S,XP15443_S,XP170_S,XP6209_S,XP7297_S,XP9376_S,XP9875_S,XP10232_S,XP11567_S,XP14735_S,XP16942_S
364,38521_at,7.314337,7.069531,6.747853,6.957841,6.879496,6.603687,6.561597,6.359024,6.163113,6.579789,6.451722,6.528526,6.686086,7.066808,6.754219,6.980872,6.483121,6.753945,6.786519,6.68245,7.088929,6.585448,6.948955,6.388699,6.784073,6.807999,6.56475,6.71933,6.920897,6.621496,6.902958,6.88761,6.877602,6.810339,6.496915
365,38671_at,6.975058,7.053297,7.000596,6.660058,7.655661,7.630531,8.10772,7.463979,7.527643,8.523141,7.759406,7.719413,7.623782,8.150819,7.887431,7.462584,7.727664,7.217564,7.965778,8.159447,6.992912,7.847474,7.343818,7.940817,8.68937,7.852173,8.803243,8.914261,6.980403,7.748006,8.417979,8.738103,8.958368,8.695794,7.902559
366,38691_s_at,7.011624,6.973937,7.176008,7.289026,7.28136,7.229222,7.133063,6.631552,6.986643,6.866261,7.262838,6.938512,7.578352,7.202212,7.27284,7.478566,7.026693,7.692865,7.288705,7.04786,7.503168,7.115192,7.536424,7.028057,7.31346,6.937754,7.005456,7.73939,6.910668,7.31518,7.340708,7.336529,6.925046,7.02868,7.509023
367,38703_at,7.572966,7.597219,7.441563,7.661747,7.85686,7.474861,7.879813,8.039772,7.833693,7.461955,7.820755,7.798966,7.757665,7.74753,7.76827,7.841524,7.58993,7.608578,8.022772,8.166747,7.700549,7.893607,7.770516,8.093014,8.114867,7.893289,7.883104,7.684549,8.082042,8.015696,7.959235,8.068004,7.816563,7.91177,8.240875
368,38707_r_at,9.444449,9.07227,9.554277,9.40049,9.592011,9.213985,8.957057,8.781693,8.576407,8.882611,9.084329,9.017232,9.252305,9.660269,8.953389,9.176807,9.058403,9.040138,9.300675,8.881107,9.365441,9.051144,9.651831,8.727992,9.283424,9.16826,9.28485,9.234173,9.304999,9.263389,9.306491,8.994292,9.365742,8.941693,9.02605
369,38710_at,9.316492,8.927404,9.360426,9.309441,9.313843,9.305586,9.025584,9.187075,8.920375,9.028673,9.340585,9.23838,9.357469,9.503536,9.139322,9.318525,9.413646,9.372174,9.635248,9.326806,9.380759,9.274593,9.849566,9.454098,9.681048,9.809143,9.698525,8.964241,9.489909,9.518313,9.24346,9.326007,9.215876,9.763751,9.331572
370,38766_at,6.566583,6.410583,6.473151,6.751396,6.658979,6.15776,6.535782,5.859829,6.247282,6.164447,6.191558,6.217202,6.314765,6.515196,5.914272,6.473304,6.212162,6.288233,6.597125,6.285186,6.312798,6.196908,6.461548,6.079716,6.563902,6.236039,6.192869,6.226346,6.149264,6.360111,6.270907,6.254615,6.229952,6.059278,6.16258
371,38892_at,5.844748,6.89098,5.452936,5.724463,4.860806,5.115607,5.281266,5.22766,5.963554,5.204115,4.962019,5.073632,4.238389,4.912374,5.067677,4.755285,4.925813,5.000014,5.60692,5.282424,4.76284,5.394755,5.050783,5.525112,5.275105,5.372809,4.476513,4.218535,4.649144,5.618155,4.858452,4.83028,4.504019,5.179422,4.965054
372,38918_at,4.470821,4.679287,4.613336,4.356711,4.435866,4.518069,4.527742,4.553779,4.589126,4.474888,4.213449,4.355088,4.282846,4.595004,4.370206,4.499011,4.485855,4.548252,4.322901,4.153835,4.456075,4.543971,4.744511,4.223184,4.315786,4.508846,4.270038,4.566615,4.547333,4.376346,4.492136,4.881373,4.652492,4.587102,4.213991
373,38964_r_at,10.570133,10.29111,10.57965,10.237065,9.681466,9.730523,9.455972,9.468368,8.942114,9.38796,10.032655,9.850503,9.633745,9.874927,10.128275,9.888864,10.29635,9.611295,10.425936,9.972215,9.833924,9.346325,10.435634,9.457188,9.639301,10.109597,9.907137,9.787387,9.323634,9.491003,9.664897,9.67257,9.506005,9.893435,9.736606
374,39248_at,4.724591,5.898505,4.641778,4.228705,7.153924,4.22514,6.632723,7.294938,5.339532,7.058094,8.024238,3.955412,4.021474,4.074776,4.205526,4.31493,3.854438,4.311602,4.578826,5.568335,4.201925,4.791043,3.548078,7.359086,4.452879,4.314206,4.412272,4.109384,4.542426,3.834936,3.92945,4.704991,3.72791,4.273775,4.043912
375,39249_at,7.052044,6.787805,6.92821,7.162451,8.074588,6.799442,7.461338,7.336837,6.241667,7.244544,7.927544,6.47779,6.835956,6.808491,6.449634,6.967858,6.619429,7.04278,6.89891,6.767485,7.042414,6.749839,7.058163,7.01504,6.863807,6.913507,6.829692,6.906898,6.911817,6.81777,6.848029,6.71371,6.788619,6.592779,6.7778
376,39313_at,4.052245,3.957008,4.10198,4.171819,3.828557,3.8625,3.764182,3.843585,3.862265,4.174189,4.512582,3.769225,3.854894,3.803981,3.804107,3.842504,3.777243,3.836032,3.873813,3.742155,3.825536,3.789296,3.847387,3.962101,3.829639,3.846311,3.779704,3.837576,3.815017,3.910548,3.945096,3.983133,3.889918,3.864124,4.046668
377,39318_at,8.599902,6.382968,6.143115,7.101698,5.2788,5.470571,5.862044,5.633604,5.198661,5.541463,5.467132,5.553067,5.759989,5.552004,5.67866,5.344744,5.54431,5.567322,5.94174,5.050923,5.575049,5.615185,6.178879,5.304448,5.712692,5.80052,5.4341,5.639151,5.451298,5.719684,5.681987,5.318489,5.394913,5.513538,5.535938
378,39402_at,6.429788,7.807029,5.816766,5.87851,6.16106,5.871761,6.734961,5.493792,7.130372,6.524487,5.885744,7.224246,6.501906,6.961609,6.124838,6.309295,5.737985,8.898346,6.499795,6.452838,6.084677,6.358329,6.162904,5.632875,5.687276,6.072329,6.815452,6.935183,5.629478,5.677959,6.775489,5.687139,6.225729,5.727803,5.555015
379,39548_at,4.159497,4.148844,4.360547,3.952581,4.193835,3.991188,3.823748,4.04728,3.958633,3.996844,4.268044,4.05851,4.141057,4.119665,4.271371,3.915457,4.100754,4.189373,4.038286,3.78601,4.320272,3.919566,4.114179,3.903899,4.137973,4.027634,3.99814,4.184451,4.04732,4.146557,4.179244,4.103097,4.03076,3.94978,4.104566
380,39549_at,3.539467,3.628179,3.573142,3.473665,3.547355,3.509012,3.467558,3.550727,3.523761,3.773601,3.623709,3.627439,3.637422,3.588538,3.589773,3.664189,3.57944,3.638389,3.535422,3.493701,3.658926,3.581586,3.742254,3.544912,3.603366,3.746281,3.530384,3.486229,3.662954,3.652325,3.623211,3.573841,3.616816,3.646699,3.737865
381,39582_at,6.635466,7.554108,6.069792,6.619678,5.910499,5.962068,6.134219,6.723509,7.152093,5.951791,6.232822,5.970212,5.961484,6.316188,6.084044,5.813872,5.914091,6.031345,6.838305,6.303971,5.920506,5.695284,6.078587,6.593013,5.996685,6.863918,5.90678,6.031262,6.013991,5.88354,5.907918,5.873175,5.79975,7.196373,6.465605
382,39650_s_at,4.861765,4.743159,4.850233,4.795962,4.592406,4.666432,4.707164,4.525388,4.541561,4.600076,4.730646,4.628278,4.654716,4.970333,4.679216,4.743678,4.668087,4.763873,4.812099,4.511096,4.888809,4.783382,4.899873,4.46506,4.811047,4.748744,4.730344,5.357275,4.780275,4.58078,5.044661,4.899945,4.790424,4.895336,4.828635
383,396_f_at,9.386322,9.094145,9.501031,9.466954,9.923806,9.445559,9.371257,8.469576,8.455222,8.781411,9.146109,9.126261,9.144714,9.480587,8.579383,9.131215,9.254838,9.255411,9.329675,8.912097,9.648589,8.850145,9.658312,8.42127,9.345042,9.349118,9.381978,9.552437,9.223508,9.141677,9.200253,8.922157,9.004157,8.94405,9.146634
384,39705_at,7.001578,7.051728,6.583171,6.61086,6.023067,6.232579,6.277683,6.221121,6.276485,6.195222,6.235778,6.174969,6.092285,6.5957,6.713183,6.649102,6.363275,6.228221,6.912933,6.451483,6.416239,6.095073,6.202057,6.405001,6.369474,6.607665,6.418399,6.048047,6.412168,6.007821,6.343449,6.469729,6.452654,6.620079,6.043826
385,39729_at,9.532746,9.536684,9.671989,8.347918,4.777286,5.054683,8.112764,7.673246,7.669344,5.889195,6.085333,8.459224,7.639895,4.840243,8.409225,6.534125,5.64564,5.539669,4.663646,9.37959,7.97276,8.811625,6.443556,9.661067,5.356809,7.701265,6.1569,7.725294,11.495337,9.539293,6.57791,8.682818,9.733336,6.905215,7.407977
386,39763_at,6.635184,6.501557,6.955405,6.818633,6.752398,6.505388,6.64011,6.443051,6.312565,6.689692,6.819679,6.596646,6.854535,6.989614,6.654813,6.884151,6.633802,6.888727,6.873162,6.524327,7.267614,6.826152,6.967662,6.466488,6.870791,6.985622,6.809078,6.834683,6.815366,6.61935,7.100354,6.742681,6.827544,6.88821,6.777055
387,39817_s_at,7.117498,7.372742,7.448945,7.181241,7.170367,6.67078,7.144684,7.220534,6.439765,6.701197,6.777154,7.5132,6.847637,7.108622,8.942149,7.915308,7.693691,7.279128,7.333982,8.117333,7.710879,8.329518,7.488503,7.973861,8.716565,7.481398,7.838399,6.553216,8.352722,8.442465,7.998498,7.736158,8.906396,7.828788,7.535787
388,39835_at,6.634053,6.173012,6.917971,6.770564,7.284948,6.72347,7.33683,6.593841,6.195219,6.531262,6.817195,6.626021,6.582211,7.509218,6.698336,7.000032,6.452097,6.629972,6.594805,6.587429,6.359347,6.634669,6.656709,6.610588,7.058792,6.829467,6.748259,6.881456,6.92399,6.74002,6.652052,6.850952,6.990733,6.941426,6.585675
389,39854_r_at,10.581661,10.561028,10.857164,10.442587,10.721616,10.377123,10.40378,10.15612,10.033117,9.957651,10.588677,10.472934,10.403238,10.90408,10.245348,10.427928,10.499734,10.251761,10.505927,10.277861,10.492759,9.813841,10.660787,9.781494,10.291629,10.852638,10.708298,10.671004,10.212222,10.168295,10.252343,10.378837,10.203838,10.336156,10.273757
390,39891_at,5.24325,5.591484,5.029046,4.890994,4.970189,4.920496,5.044624,4.869119,4.950527,4.942033,5.151661,4.82705,4.801919,4.958117,5.111073,5.150661,4.757563,4.899776,5.190073,4.917754,4.943796,4.837787,4.798283,4.827085,4.924341,4.962833,4.89859,4.655281,4.841375,4.837462,4.783857,4.905539,4.918943,5.031017,4.860046
391,39966_at,3.527261,3.557177,3.75091,3.810696,3.755637,3.425021,3.634609,3.394599,3.801215,3.823648,3.986064,3.583709,3.886063,3.500101,3.599151,3.564031,3.681122,3.594646,3.55799,3.539223,3.645878,3.771563,3.743099,3.651651,3.68004,3.643535,3.553456,3.890056,3.625835,4.034696,3.603237,3.78406,3.396848,3.542708,3.849098
392,40016_g_at,6.30386,6.528386,6.513904,6.157529,6.416952,6.186323,6.486552,6.698511,6.48477,6.614006,6.670368,7.077122,7.018745,7.329888,6.434426,6.404578,6.265445,6.466499,6.50455,6.550037,6.79826,7.278233,6.487229,8.322566,7.239235,7.437609,6.955165,6.895326,6.585599,7.170989,7.022976,7.532625,6.467368,7.525932,6.889517
393,40020_at,5.325911,5.333477,5.34395,5.300439,5.225786,5.036861,5.228505,4.728388,5.065134,5.340361,5.312393,5.336041,5.199874,5.24642,5.50037,5.232777,5.125377,5.050444,5.245075,5.257567,5.346647,5.019751,5.3498,4.872152,5.250256,5.2464,5.110873,5.002555,5.396053,5.212572,5.262217,5.477313,5.293647,4.945152,5.270041
394,40093_at,6.295564,6.436239,6.854125,6.390673,6.582274,6.548151,6.364795,5.974067,6.159879,6.261277,6.435444,6.590289,6.56697,6.776332,6.308675,6.306266,6.725191,6.619888,6.587918,6.555211,6.745602,6.42052,7.029727,6.245094,6.73447,6.923369,6.686656,6.852883,6.411346,6.680951,6.573908,6.61986,6.48279,6.970127,6.510879
395,40148_at,3.779397,3.700877,4.038648,3.873965,3.880338,3.626146,3.74723,3.641556,3.697506,3.785041,3.69215,3.607349,3.696038,3.674945,3.559354,3.730605,3.695435,3.928483,3.743437,3.703032,3.763263,3.77178,3.831558,3.614597,3.676477,3.649396,3.649158,3.925224,3.651026,3.731414,3.729016,3.646642,3.641315,3.578109,3.769355
396,40149_at,6.945071,6.672985,7.185367,6.389545,6.41389,6.593277,6.337573,6.560696,6.143958,6.637877,6.702622,6.462987,6.215184,6.626277,6.573445,6.471677,6.556294,6.290563,6.964449,6.710947,6.318947,6.542702,6.225309,6.928433,7.022484,7.000824,6.686291,6.226891,6.668276,6.527274,6.734763,6.389491,6.617159,7.096311,6.788919
397,40189_at,8.125972,8.423363,7.701587,7.420987,9.264482,8.940271,9.24416,9.664761,9.339995,9.009467,8.845008,9.309884,9.303658,8.55491,8.467499,8.211993,8.811287,8.388308,8.336475,9.41917,8.854601,9.626093,7.920935,9.547416,9.141142,8.966966,9.519946,8.501852,8.203033,9.430752,9.106058,9.058559,8.779124,9.130652,9.791417
398,40225_at,8.193084,8.872712,8.262911,7.718286,7.530681,7.686867,7.981168,8.16695,8.064684,8.156139,8.335684,7.892959,7.623201,8.157459,8.034293,8.128992,7.789797,7.735146,8.569594,8.696158,7.259917,7.538117,7.880035,8.128129,8.287373,8.137727,7.649078,7.277663,7.164715,7.961839,7.87061,8.202112,7.882275,8.162246,7.806828
399,40255_at,6.573603,6.358544,6.389825,5.960041,6.484439,6.570497,6.418009,6.878544,6.588052,6.009561,6.143254,6.475331,6.438675,6.553469,6.62642,6.69316,6.432077,6.559807,6.412302,6.299715,6.41698,6.355293,6.259273,6.35111,6.474856,6.566385,6.741311,6.344468,6.691627,6.558255,6.490925,6.590924,6.639376,6.24391,6.424517
400,40273_at,5.285367,5.304787,5.280991,5.036947,5.455215,5.236323,5.545926,5.29611,5.285014,5.019081,5.401259,5.028952,5.125335,5.613167,5.380262,5.355277,5.227237,4.997842,5.29574,5.247681,5.269334,5.122506,5.270748,5.197913,5.559595,4.98936,4.928296,4.895867,5.086764,5.388758,5.425637,5.342872,5.362365,4.946822,4.986912
401,40284_at,3.7925,3.967368,3.903415,3.965874,3.926146,3.891567,3.749019,3.874619,3.989376,4.047747,3.777761,3.786517,3.679963,3.844889,4.0462,3.83051,3.86379,4.182229,3.918024,3.857092,4.056411,3.886933,3.808806,4.094998,4.010377,3.909782,3.864632,4.00114,3.804416,3.87464,3.901827,3.940353,4.063551,3.690925,3.988182
402,40359_at,8.458633,8.33843,8.609309,8.303528,8.599588,8.515033,8.498601,8.3432,8.018822,8.396022,8.492113,8.391557,8.245076,8.657156,8.287732,8.487498,8.551607,8.326012,8.515813,8.32548,8.642461,8.32134,8.645188,8.156526,8.607398,8.428569,8.297712,8.294889,8.541801,8.365681,8.59749,8.421566,8.464944,8.494996,8.329472
403,40420_at,8.47882,8.170432,8.211904,8.331254,6.810763,7.384767,7.349798,7.400966,7.815202,7.134077,7.363478,6.192903,6.137819,6.661423,7.28017,7.910876,7.344792,7.816949,8.232266,7.190528,6.381796,7.219697,8.140671,7.468204,7.47592,8.02613,7.149225,6.970537,5.975141,7.142973,7.682029,7.060189,7.511835,7.592183,7.493345
404,40446_at,8.593351,8.45271,8.679118,8.276073,7.482479,8.33634,7.809236,7.300139,8.608293,8.231362,8.439857,8.044024,8.617772,8.29177,7.530776,7.356102,7.371965,8.715561,8.356703,8.352111,7.540057,8.258414,8.487918,8.506346,8.517542,9.128282,7.798855,7.414497,7.422338,8.377788,7.930125,7.913754,8.068923,9.554679,8.457264
405,40465_at,6.421311,5.913775,5.895142,5.84394,6.093654,5.776107,6.523264,6.762672,6.309243,6.246088,6.179072,5.7215,5.746483,6.019488,6.294131,6.150678,6.312464,5.508849,6.6471,6.807974,5.452964,5.748847,5.307887,6.331174,6.627196,5.721292,5.698648,5.681357,5.828597,5.870158,5.915404,6.187586,6.672019,5.79527,5.561973
406,40472_at,5.323219,5.498045,4.726806,5.086051,5.131154,4.837296,5.257358,5.846061,5.087616,5.885746,5.804752,6.164803,5.424621,5.704629,6.069731,5.272757,5.35574,4.546631,5.483093,5.796785,5.392672,4.859936,4.801962,5.700194,6.24504,5.563686,5.956201,6.163479,5.62315,5.108338,5.877929,5.504231,5.992372,5.994983,5.095115
407,40489_at,7.318423,6.964908,7.356237,7.552649,7.62529,7.294954,7.206818,6.856538,6.99802,7.053636,7.321793,7.257324,7.486054,7.568299,7.151197,7.233503,7.154053,7.41836,7.223724,7.493898,7.362853,7.134384,7.543519,7.096683,7.249164,7.731834,7.39598,7.202978,7.062452,7.19744,7.149148,7.224084,7.132244,7.347385,7.274806
408,40524_at,3.790881,3.712011,4.088511,3.62208,3.907779,3.861781,3.835536,3.714872,3.70293,4.028919,4.20043,3.807969,3.888229,4.110158,3.86179,4.034282,3.602592,4.024415,3.700585,3.736692,3.819583,3.673471,4.142657,3.653416,3.836756,3.785654,3.679535,3.825938,4.024435,3.897905,3.802278,3.954941,3.873155,3.944755,3.817774
409,40560_at,5.129823,5.208909,5.109197,5.130396,5.248651,5.10713,4.96672,4.805108,4.771483,5.31043,5.027227,4.92457,5.111411,5.332859,5.011099,5.265293,5.082885,5.084048,5.015101,4.949383,5.500365,5.159964,5.271294,4.864981,5.329112,5.121399,5.022203,4.914011,5.474303,5.412496,5.335537,5.299896,5.416412,5.015849,5.260685
410,40562_at,4.516596,4.514553,4.605956,4.419593,5.44427,4.558182,5.249334,4.803136,4.734686,4.780606,5.461198,4.754621,4.478472,4.730572,4.436135,4.75067,4.659901,4.589665,4.520419,4.79157,4.709935,4.693636,4.594441,4.671887,4.54824,4.656496,4.619387,4.626054,5.800144,4.495627,4.952325,4.320663,5.131295,4.887704,4.474907
411,40569_at,7.560747,7.610479,7.146036,6.92497,6.475674,7.229792,7.401565,7.660751,7.487291,7.44665,7.834337,7.095149,6.936935,6.908136,6.891696,6.905235,6.646154,6.596051,7.826739,7.94067,6.793022,7.78534,6.770523,7.988086,7.631057,7.607845,7.406283,6.787588,7.278558,7.043457,7.50954,7.794542,7.294785,7.786067,7.602882
412,40612_at,3.890615,3.744434,3.801657,3.939623,3.916086,3.798582,3.83449,3.661007,3.897627,3.931362,4.006953,3.786889,3.778974,4.049818,3.735976,3.946853,3.821054,3.689127,3.848231,3.937633,3.819905,3.561662,3.941481,3.819896,3.879011,3.732079,3.84809,4.098534,3.792114,3.845661,3.838785,4.159003,3.826976,3.880989,3.769085
413,40640_at,6.18078,5.864142,5.955154,6.152924,5.93241,5.930845,5.870695,5.660445,5.780897,5.734116,5.955805,6.081191,6.0082,6.049973,6.049188,6.061436,6.02888,5.934734,6.020883,5.92743,6.034277,6.020264,6.074337,5.94764,6.013612,5.935136,5.944446,6.203491,6.232448,5.882924,5.993709,6.098493,5.968869,6.168599,5.965827
414,40665_at,3.444859,3.374747,3.444118,3.412167,3.506236,3.596157,3.618035,3.443295,3.400269,3.603505,3.541611,3.307623,3.356499,3.402301,3.528566,3.343946,3.356524,3.30973,3.327648,3.366727,3.336358,3.571195,3.403717,3.350897,3.459131,3.38813,3.398181,3.271801,3.536509,3.449088,3.514625,3.283769,3.370772,3.484224,3.486963
415,40687_at,4.134786,4.000774,4.074188,4.223832,4.031831,4.008058,4.017183,3.760922,4.103001,3.861065,4.072301,3.992547,3.893279,4.038196,4.144841,4.016818,3.982823,4.095505,3.968363,3.958091,4.144779,3.950966,4.227846,3.988109,4.097965,4.122788,4.15897,4.03608,4.051807,3.991744,4.011093,4.872052,3.960112,3.952203,4.05234
416,40829_at,8.511349,8.746932,8.687143,8.387098,8.128612,7.912448,8.244761,8.254163,7.983875,8.16252,8.316984,8.198555,8.159151,8.183107,8.02314,7.961163,8.257887,7.951692,8.424306,8.291302,8.247779,7.809328,8.196614,8.157844,8.21776,8.681722,8.156419,8.063065,8.227248,8.388888,7.988412,8.118214,8.043025,8.702721,8.351745
417,40837_at,6.601594,6.74936,6.862988,6.751691,6.811627,6.605166,6.588485,6.557854,6.142308,6.546383,6.885776,6.657868,6.813412,6.570415,6.662508,6.609895,6.638461,6.786588,6.676999,6.471875,6.932787,6.724186,6.921049,6.486897,6.888906,6.756095,6.775583,6.948186,6.93313,6.838622,6.813659,6.699123,6.852002,6.798706,6.738408
418,40850_at,7.703988,7.515583,8.494424,7.954812,7.640589,7.296343,7.198189,6.967707,6.526667,6.953222,7.238401,7.552091,7.350489,7.676496,7.414128,7.588902,7.905509,7.550741,7.570198,7.711064,7.780364,7.088562,7.894854,6.986389,7.637877,7.815335,7.678081,7.099316,7.83113,7.610275,7.424454,7.38341,7.425948,8.017172,7.833135
419,41037_at,4.349712,4.368042,4.520598,4.372035,4.910692,4.297374,4.532799,4.437414,4.149817,4.177213,4.886543,5.074732,4.62265,4.596232,4.484877,4.324747,4.368845,4.560588,4.341805,4.370457,4.47443,4.316206,4.560399,4.52371,4.399383,4.187642,4.567529,4.467344,4.501621,4.568012,4.340785,5.117158,5.704131,4.191394,4.176573
420,41047_at,8.955065,8.461626,9.471553,8.631576,8.433333,8.986217,9.039127,9.003695,8.408073,8.778141,8.814841,9.027141,9.038156,8.644508,8.039123,8.829666,9.54511,9.479469,9.080424,9.009023,9.403772,9.210763,8.928152,9.35372,8.991826,9.853468,9.244621,7.644973,8.547877,8.894329,9.213982,8.656685,8.262168,9.533575,8.984386
421,41113_at,4.720963,4.767228,4.610091,4.764989,4.676171,4.638149,4.722318,4.740379,4.88746,4.749548,4.739292,4.542252,4.273721,4.881589,4.920788,4.775459,4.590699,4.498689,4.731762,4.75513,4.637074,4.709666,4.651036,4.965479,4.628929,4.730461,4.698995,5.000409,4.916419,4.670079,4.793365,4.679468,4.86183,4.624045,4.481844
422,41160_at,8.439566,8.321273,8.457389,8.139285,8.734523,8.185474,8.869949,9.137869,8.38345,8.424672,8.776816,8.498668,8.201343,8.228453,8.812591,8.492762,9.006384,8.205091,8.701297,9.771887,8.186729,8.395096,8.520282,8.532387,9.143747,9.027775,8.904956,8.126538,8.351715,8.526693,8.669646,8.840967,9.047169,8.838606,8.697149
423,41220_at,10.567432,10.378311,10.370877,9.999864,9.707424,9.795343,9.89823,10.068539,9.860356,9.693214,10.390147,10.030056,10.034079,10.390132,9.787591,10.290741,9.525083,10.220535,10.579211,9.385263,9.870269,9.692268,10.054057,9.617496,9.936445,9.91061,9.920825,10.367954,8.715057,10.175995,10.558143,9.929775,10.027762,11.559309,11.087885
424,41329_at,4.535625,5.23067,4.168509,4.457031,4.351647,4.355901,4.604866,4.382816,5.762745,4.856065,4.377604,4.369634,4.292698,4.440115,4.508158,4.448325,4.209649,4.194173,4.910845,4.438729,4.233231,4.205811,4.369938,4.578865,4.374351,4.380962,4.46125,4.12141,4.271931,4.268894,4.249332,4.226126,4.731117,4.321096,4.464366
425,41386_i_at,9.190747,9.392572,9.030087,9.069774,8.028795,8.277051,7.846944,7.547808,8.296092,7.681071,8.478287,8.483954,8.515579,9.014361,8.182079,8.974128,8.231482,9.241544,9.289773,8.948471,8.255138,8.015166,9.05814,8.607448,8.69654,9.811696,7.921406,7.827985,7.274016,7.893774,7.878206,8.925816,7.426344,9.470816,7.54098
426,41387_r_at,7.442408,7.593554,7.153037,6.984366,7.062276,6.935325,6.83162,6.832634,6.618052,6.734103,6.942178,7.137338,6.936901,7.394002,6.908614,7.10693,6.873608,7.38155,7.202064,7.265365,6.957072,6.797193,7.239404,6.86654,7.219074,7.679919,7.054204,7.300228,6.860034,6.726264,6.950173,7.150151,7.023127,7.425699,6.904454
427,41397_at,5.28791,5.424997,5.445515,5.543108,4.902872,5.140593,5.00546,4.805321,5.264968,5.053622,4.855205,5.210219,5.358704,5.542949,5.11855,5.166325,5.300409,5.797213,5.30287,4.912163,5.164031,4.888817,5.593289,4.98478,5.165413,5.323002,5.5617,5.763672,5.629041,5.037686,5.472288,5.36244,5.255117,5.364407,5.11053
428,41469_at,4.936376,5.623534,5.134482,5.121621,4.477602,4.514545,4.410814,4.365115,4.148986,4.628632,4.329158,4.386788,4.634402,4.601821,4.384508,4.59724,4.306044,4.812512,4.403758,4.212929,4.547256,4.213197,4.633658,4.324507,4.477653,4.48574,4.212895,4.461332,4.555399,4.759023,4.374224,4.412751,4.422578,4.291013,4.418389
429,41512_at,4.828708,5.439673,5.128041,5.041794,5.080979,5.783938,5.245828,5.04519,6.547331,5.100063,5.240956,5.106989,5.419477,5.19496,4.886985,5.238545,5.211442,5.664956,5.57927,5.328057,5.295244,5.681168,6.286073,6.113382,5.805209,5.818185,5.484791,4.804075,5.529711,6.583077,5.178504,5.203805,5.724768,5.322793,6.455543
430,41553_at,4.666042,4.681968,4.796705,4.661267,4.701279,4.659429,4.642,4.558184,4.655555,4.74167,4.787353,4.542672,4.968561,4.800143,4.375177,4.638071,4.455895,5.026074,4.550833,4.419505,4.740214,4.748294,4.754785,4.554956,4.677224,4.59299,4.626056,4.728243,4.526246,4.803215,4.653502,4.617324,4.534733,4.576981,5.015568
431,41577_at,4.623127,4.513058,4.230216,4.169268,4.243939,4.264114,4.436491,4.791385,7.608405,4.289363,4.728948,4.46026,6.517742,5.404711,4.61956,4.054346,4.057899,4.833854,4.221622,4.085618,4.166671,4.272048,5.027806,6.155655,4.284594,4.47442,5.236461,4.501532,4.373443,4.214123,4.724166,4.266745,4.416817,6.793809,4.606622
432,41644_at,6.59194,6.443707,6.609755,6.570697,6.436588,6.225827,6.13461,5.474622,6.005109,5.946741,6.394666,5.980661,6.327003,6.296852,6.381081,6.269544,6.297924,6.858276,6.499644,6.201036,6.685361,6.097243,6.748785,5.806648,6.559974,6.487389,6.28068,6.465514,5.778144,6.264778,6.341108,6.103281,6.059273,6.16839,6.318408
433,41657_at,7.886253,7.433534,8.116464,7.658473,7.491162,7.366528,7.704275,7.409393,6.924009,7.097466,7.273274,7.344962,7.138243,7.971514,7.60516,7.766672,7.689117,7.348925,7.84774,7.540028,7.425318,7.487843,7.404283,7.535429,7.720814,7.659762,7.302466,7.251839,8.271464,7.879398,7.809922,7.869555,8.018622,7.818539,7.853179
434,41660_at,4.378735,4.391887,4.329239,4.226657,4.188261,4.320154,4.117103,4.228338,4.296824,4.416842,4.529062,3.985201,4.248425,4.290098,4.386657,4.4948,4.237799,4.413547,4.287007,4.258799,4.457766,4.168502,4.508799,4.03567,4.260502,4.330582,3.981165,4.189014,4.340149,4.418929,4.373785,4.321044,4.298551,4.085247,4.279525
435,41856_at,7.11704,7.146589,7.379004,7.196507,7.191156,7.016906,7.013044,6.723651,6.679189,6.712763,6.697837,7.246376,7.175703,7.313671,7.065376,7.230483,7.11322,7.132974,7.119621,6.958359,7.311563,7.093439,7.251044,6.752154,7.225342,7.447628,7.259549,7.386442,7.435337,7.109398,7.156844,7.100937,7.384718,7.106767,7.076703
436,41858_at,6.086504,6.4347,6.111417,5.959995,6.250359,6.290698,6.399305,6.479289,6.209137,6.099794,5.966589,6.425319,6.231534,6.304621,5.932537,6.039671,6.028238,6.178597,6.158854,6.522485,6.478617,6.79405,6.316745,6.614405,6.539732,6.314449,6.603622,6.118639,6.128207,6.833071,6.495134,6.590568,6.148377,6.486276,6.661387
437,564_at,5.173713,4.980667,5.361766,5.251628,5.921299,5.282884,5.787436,5.075822,5.466384,5.125231,5.418395,5.257618,5.345813,5.226793,5.475623,5.438132,5.286633,5.23598,5.015813,5.285877,5.295764,5.137878,5.302771,5.006182,5.2162,5.324104,5.201211,4.935654,5.887641,5.209613,5.620314,4.9686,5.875364,5.339913,5.273475
438,632_at,7.439411,7.279905,7.360019,7.315857,7.613815,7.007563,7.088687,7.048631,6.944062,7.033394,7.069442,7.159243,7.152133,7.226576,7.183608,7.170595,7.387941,7.248305,6.985366,7.290959,7.200745,6.866277,7.38537,6.938964,7.330268,7.313436,7.184433,7.578498,7.43644,7.164105,7.303587,7.204729,7.078844,7.02699,7.178265
